key 	 Omega 	 dN 	 dS 
OGs_OG0005084_Gbi_Lko.aln	0.0672	0.1739	2.5897
OGs_OG0008640_Gbi_Lko.aln	0.328	1.2196	3.7178
OGs_OG0008545_Gbi_Lko.aln	0.0955	0.3798	3.9759
OGs_OG0004380_Gbi_Lko.aln	0.0148	0.0359	2.4224
OGs_OG0005454_Gbi_Lko.aln	0.0069	0.0256	3.7206
OGs_OG0011442_Gbi_Lko.aln	0.1244	0.3317	2.6673
OGs_OG0006611_Gbi_Lko.aln	0.1309	0.5304	4.0518
OGs_OG0001304_Gbi_Lko.aln	0.0797	0.3319	4.1621
OGs_OG0005885_Gbi_Lko.aln	0.0234	0.1063	4.5411
OGs_OG0002693_Gbi_Lko.aln	0.0243	0.0637	2.6227
OGs_OG0004887_Gbi_Lko.aln	0.008	0.0351	4.3961
OGs_OG0004249_Gbi_Lko.aln	0.004	0.0139	3.4859
OGs_OG0004971_Gbi_Lko.aln	0.0257	0.0511	1.9917
OGs_OG0003712_Gbi_Lko.aln	0.0114	0.0482	4.226
OGs_OG0001316_Gbi_Lko.aln	0.0385	0.0573	1.4855
OGs_OG0006084_Gbi_Lko.aln	0.0629	0.0502	0.7976
OGs_OG0004786_Gbi_Lko.aln	0.0572	0.2138	3.7402
OGs_OG0011577_Gbi_Lko.aln	0.1512	0.1475	0.9753
OGs_OG0007691_Gbi_Lko.aln	0.1601	0.3214	2.007
OGs_OG0007985_Gbi_Lko.aln	0.1066	0.4581	4.2977
OGs_OG0004911_Gbi_Lko.aln	0.0159	0.0296	1.8623
OGs_OG0003060_Gbi_Lko.aln	0.0551	0.0776	1.4096
OGs_OG0010598_Gbi_Lko.aln	0.2232	0.3937	1.7639
OGs_OG0004963_Gbi_Lko.aln	0.0088	0.0358	4.0604
OGs_OG0013434_Gbi_Lko.aln	0.1229	0.1925	1.5657
OGs_OG0002287_Gbi_Lko.aln	0.0346	0.1787	5.1607
OGs_OG0003536_Gbi_Lko.aln	0.0394	0.0606	1.5388
OGs_OG0006564_Gbi_Lko.aln	0.0382	0.1723	4.5144
OGs_OG0003006_Gbi_Lko.aln	0.0293	0.1134	3.8745
OGs_OG0002710_Gbi_Lko.aln	0.0187	0.0304	1.6237
OGs_OG0007995_Gbi_Lko.aln	0.1204	0.4656	3.8672
OGs_OG0010133_Gbi_Lko.aln	0.2536	0.7364	2.9036
OGs_OG0007297_Gbi_Lko.aln	0.0383	0.1652	4.3178
OGs_OG0005562_Gbi_Lko.aln	0.024	0.058	2.4198
OGs_OG0001938_Gbi_Lko.aln	0.0862	0.177	2.0542
OGs_OG0003925_Gbi_Lko.aln	0.0276	0.116	4.2097
OGs_OG0005259_Gbi_Lko.aln	0.0419	0.18	4.2976
OGs_OG0007198_Gbi_Lko.aln	0.3324	0.587	1.7658
OGs_OG0004274_Gbi_Lko.aln	0.0106	0.0407	3.8447
OGs_OG0003737_Gbi_Lko.aln	0.046	0.2003	4.3594
OGs_OG0003518_Gbi_Lko.aln	0.0256	0.1315	5.1359
OGs_OG0004913_Gbi_Lko.aln	0.0797	0.2601	3.263
OGs_OG0004912_Gbi_Lko.aln	0.0512	0.2312	4.5138
OGs_OG0001968_Gbi_Lko.aln	0.0528	0.1344	2.5436
OGs_OG0008319_Gbi_Lko.aln	0.0915	0.1641	1.7938
OGs_OG0010709_Gbi_Lko.aln	0.1428	0.49	3.4321
OGs_OG0013655_Gbi_Lko.aln	0.1755	0.6183	3.5229
OGs_OG0005614_Gbi_Lko.aln	0.0377	0.1468	3.8904
OGs_OG0010681_Gbi_Lko.aln	0.2498	0.3349	1.3405
OGs_OG0001802_Gbi_Lko.aln	0.0959	0.4067	4.2413
OGs_OG0003522_Gbi_Lko.aln	0.0934	0.4335	4.641
OGs_OG0002324_Gbi_Lko.aln	0.0071	0.0293	4.1515
OGs_OG0001489_Gbi_Lko.aln	0.0538	0.2406	4.4739
OGs_OG0002835_Gbi_Lko.aln	0.023	0.0896	3.8971
OGs_OG0003798_Gbi_Lko.aln	0.0116	0.0384	3.3079
OGs_OG0003698_Gbi_Lko.aln	0.0143	0.0559	3.9129
OGs_OG0003875_Gbi_Lko.aln	0.0287	0.0673	2.3433
OGs_OG0001891_Gbi_Lko.aln	0.0546	0.1831	3.3535
OGs_OG0005635_Gbi_Lko.aln	0.0154	0.0645	4.1849
OGs_OG0006707_Gbi_Lko.aln	0.0249	0.0433	1.7437
OGs_OG0001616_Gbi_Lko.aln	0.0398	0.1585	3.9844
OGs_OG0007637_Gbi_Lko.aln	0.0886	0.1137	1.2828
OGs_OG0008193_Gbi_Lko.aln	0.1121	0.4676	4.1702
OGs_OG0004752_Gbi_Lko.aln	0.0447	0.1737	3.8836
OGs_OG0004847_Gbi_Lko.aln	0.0455	0.0793	1.7402
OGs_OG0013562_Gbi_Lko.aln	0.075	0.1726	2.2995
OGs_OG0008380_Gbi_Lko.aln	0.0396	0.0839	2.1208
OGs_OG0007090_Gbi_Lko.aln	0.0626	0.1445	2.3066
OGs_OG0001927_Gbi_Lko.aln	0.0115	0.0548	4.7656
OGs_OG0009677_Gbi_Lko.aln	0.0666	0.3163	4.7504
OGs_OG0004033_Gbi_Lko.aln	0.0427	0.2191	5.1309
OGs_OG0001114_Gbi_Lko.aln	0.0453	0.1954	4.3098
OGs_OG0000722_Gbi_Lko.aln	0.3231	0.6854	2.1216
OGs_OG0007704_Gbi_Lko.aln	0.0603	0.2452	4.0633
OGs_OG0006097_Gbi_Lko.aln	0.0449	0.1954	4.3533
OGs_OG0005685_Gbi_Lko.aln	0.0257	0.0955	3.7167
OGs_OG0005215_Gbi_Lko.aln	0.0685	0.256	3.7387
OGs_OG0006370_Gbi_Lko.aln	0.0215	0.086	3.9946
OGs_OG0006346_Gbi_Lko.aln	0.0079	0.0284	3.5969
OGs_OG0005595_Gbi_Lko.aln	0.036	0.1588	4.4088
OGs_OG0013524_Gbi_Lko.aln	0.1462	0.3395	2.3221
OGs_OG0008263_Gbi_Lko.aln	0.1577	0.265	1.6804
OGs_OG0013520_Gbi_Lko.aln	0.24	0.337	1.4041
OGs_OG0004691_Gbi_Lko.aln	0.0292	0.1381	4.7255
OGs_OG0005154_Gbi_Lko.aln	0.0273	0.1097	4.0202
OGs_OG0002849_Gbi_Lko.aln	0.0395	0.1697	4.2982
OGs_OG0001393_Gbi_Lko.aln	0.0754	0.274	3.6336
OGs_OG0002733_Gbi_Lko.aln	0.053	0.0835	1.5771
OGs_OG0000860_Gbi_Lko.aln	0.05	0.1085	2.1691
OGs_OG0004645_Gbi_Lko.aln	0.1753	0.4386	2.5015
OGs_OG0002166_Gbi_Lko.aln	0.0222	0.0536	2.4173
OGs_OG0004842_Gbi_Lko.aln	0.0507	0.1658	3.2716
OGs_OG0006771_Gbi_Lko.aln	0.0862	0.3586	4.1608
OGs_OG0004263_Gbi_Lko.aln	0.0527	0.0932	1.7676
OGs_OG0004016_Gbi_Lko.aln	0.0257	0.1172	4.564
OGs_OG0008518_Gbi_Lko.aln	0.2342	0.4972	2.1233
OGs_OG0009013_Gbi_Lko.aln	0.1219	0.1925	1.5794
OGs_OG0005825_Gbi_Lko.aln	0.1164	0.2638	2.2659
OGs_OG0003583_Gbi_Lko.aln	0.0529	0.1919	3.6242
OGs_OG0005804_Gbi_Lko.aln	0.2035	0.1331	0.654
OGs_OG0001668_Gbi_Lko.aln	0.0408	0.1038	2.542
OGs_OG0004100_Gbi_Lko.aln	0.1127	0.4026	3.5715
OGs_OG0000785_Gbi_Lko.aln	0.0572	0.0864	1.5093
OGs_OG0003681_Gbi_Lko.aln	0.0106	0.0419	3.9546
OGs_OG0001334_Gbi_Lko.aln	0.0328	0.1523	4.6417
OGs_OG0004213_Gbi_Lko.aln	0.2148	0.5582	2.5983
OGs_OG0013619_Gbi_Lko.aln	0.0435	0.2009	4.6172
OGs_OG0005335_Gbi_Lko.aln	0.0254	0.0929	3.6636
OGs_OG0007723_Gbi_Lko.aln	0.0111	0.0452	4.0601
OGs_OG0008747_Gbi_Lko.aln	0.1012	0.4482	4.4289
OGs_OG0005234_Gbi_Lko.aln	0.086	0.1533	1.7823
OGs_OG0005843_Gbi_Lko.aln	0.0326	0.1282	3.9295
OGs_OG0005161_Gbi_Lko.aln	0.0154	0.0387	2.5183
OGs_OG0001187_Gbi_Lko.aln	0.0053	0.0217	4.1148
OGs_OG0005227_Gbi_Lko.aln	0.0463	0.1362	2.941
OGs_OG0002909_Gbi_Lko.aln	0.0386	0.1696	4.3931
OGs_OG0006219_Gbi_Lko.aln	0.0273	0.119	4.3673
OGs_OG0002012_Gbi_Lko.aln	0.0173	0.0764	4.4127
OGs_OG0003445_Gbi_Lko.aln	0.0032	0.0113	3.5374
OGs_OG0013378_Gbi_Lko.aln	0.2091	0.3573	1.7089
OGs_OG0011514_Gbi_Lko.aln	0.1206	0.2037	1.6898
OGs_OG0010586_Gbi_Lko.aln	0.0598	0.2871	4.8003
OGs_OG0007970_Gbi_Lko.aln	0.0214	0.0811	3.7859
OGs_OG0004357_Gbi_Lko.aln	0.0761	0.2902	3.8121
OGs_OG0005863_Gbi_Lko.aln	0.0791	0.3514	4.4409
OGs_OG0000058_Gbi_Lko.aln	0.2949	0.9262	3.1412
OGs_OG0002275_Gbi_Lko.aln	0.055	0.2501	4.5433
OGs_OG0004852_Gbi_Lko.aln	0.0366	0.0829	2.263
OGs_OG0013297_Gbi_Lko.aln	0.3625	0.4538	1.2518
OGs_OG0003835_Gbi_Lko.aln	0.0335	0.101	3.0154
OGs_OG0008663_Gbi_Lko.aln	0.2534	0.4493	1.773
OGs_OG0006290_Gbi_Lko.aln	0.1477	0.3232	2.1885
OGs_OG0007446_Gbi_Lko.aln	0.0807	0.2842	3.5199
OGs_OG0013374_Gbi_Lko.aln	0.1254	0.4309	3.4364
OGs_OG0004496_Gbi_Lko.aln	0.0522	0.2	3.8295
OGs_OG0005811_Gbi_Lko.aln	0.0415	0.1779	4.2881
OGs_OG0003523_Gbi_Lko.aln	0.0308	0.0623	2.0248
OGs_OG0001692_Gbi_Lko.aln	0.0354	0.0929	2.6227
OGs_OG0004848_Gbi_Lko.aln	0.0687	0.0998	1.4538
OGs_OG0001266_Gbi_Lko.aln	0.0205	0.0803	3.9129
OGs_OG0006703_Gbi_Lko.aln	0.0498	0.2019	4.0553
OGs_OG0007470_Gbi_Lko.aln	0.0472	0.244	5.173
OGs_OG0002981_Gbi_Lko.aln	0.035	0.1316	3.7608
OGs_OG0004463_Gbi_Lko.aln	0.0658	0.2635	4.0045
OGs_OG0004311_Gbi_Lko.aln	0.0511	0.2165	4.2377
OGs_OG0005453_Gbi_Lko.aln	0.0473	0.1733	3.6617
OGs_OG0002745_Gbi_Lko.aln	0.0076	0.0224	2.9233
OGs_OG0008187_Gbi_Lko.aln	0.2002	0.2985	1.4912
OGs_OG0013369_Gbi_Lko.aln	0.0834	0.2833	3.3976
OGs_OG0005243_Gbi_Lko.aln	0.0221	0.0974	4.4028
OGs_OG0013509_Gbi_Lko.aln	0.0938	0.3573	3.8068
OGs_OG0006900_Gbi_Lko.aln	0.0963	0.3742	3.8859
OGs_OG0003454_Gbi_Lko.aln	0.0635	0.2055	3.2379
OGs_OG0002549_Gbi_Lko.aln	0.2101	0.5778	2.7504
OGs_OG0005352_Gbi_Lko.aln	0.0655	0.2968	4.5276
OGs_OG0003887_Gbi_Lko.aln	0.0164	0.0228	1.3907
OGs_OG0006812_Gbi_Lko.aln	0.1394	0.2231	1.6008
OGs_OG0008374_Gbi_Lko.aln	0.1899	0.3443	1.8128
OGs_OG0006345_Gbi_Lko.aln	0.0065	0.0304	4.6856
OGs_OG0001903_Gbi_Lko.aln	0.0435	0.0912	2.0982
OGs_OG0003466_Gbi_Lko.aln	0.0019	0.1873	99.0
OGs_OG0009001_Gbi_Lko.aln	0.0642	0.2727	4.2482
OGs_OG0007519_Gbi_Lko.aln	0.0593	0.1024	1.7256
OGs_OG0004349_Gbi_Lko.aln	0.0528	0.2365	4.4829
OGs_OG0006393_Gbi_Lko.aln	0.0914	0.2674	2.9242
OGs_OG0004690_Gbi_Lko.aln	0.0425	0.2077	4.8901
OGs_OG0002307_Gbi_Lko.aln	0.0687	0.2553	3.7137
OGs_OG0002486_Gbi_Lko.aln	0.0576	0.2586	4.4893
OGs_OG0002756_Gbi_Lko.aln	0.0675	0.1288	1.9081
OGs_OG0006744_Gbi_Lko.aln	0.0201	0.0669	3.3299
OGs_OG0003971_Gbi_Lko.aln	0.094	0.3773	4.0158
OGs_OG0007683_Gbi_Lko.aln	0.129	0.2379	1.8438
OGs_OG0005838_Gbi_Lko.aln	0.0441	0.1827	4.144
OGs_OG0006630_Gbi_Lko.aln	0.2079	0.2298	1.105
OGs_OG0013484_Gbi_Lko.aln	0.0999	0.5053	5.0555
OGs_OG0010608_Gbi_Lko.aln	0.1175	0.3445	2.9315
OGs_OG0005011_Gbi_Lko.aln	0.0729	0.275	3.7708
OGs_OG0003676_Gbi_Lko.aln	0.047	0.213	4.529
OGs_OG0004565_Gbi_Lko.aln	0.0606	0.2355	3.884
OGs_OG0001664_Gbi_Lko.aln	0.102	0.207	2.0288
OGs_OG0007928_Gbi_Lko.aln	0.1329	0.2542	1.9127
OGs_OG0002213_Gbi_Lko.aln	0.0581	0.121	2.0816
OGs_OG0002471_Gbi_Lko.aln	0.0522	0.1936	3.7119
OGs_OG0004893_Gbi_Lko.aln	0.0507	0.1905	3.7598
OGs_OG0001973_Gbi_Lko.aln	0.0293	0.117	3.9922
OGs_OG0013394_Gbi_Lko.aln	0.102	0.418	4.1001
OGs_OG0003578_Gbi_Lko.aln	0.0468	0.1873	4.0047
OGs_OG0006285_Gbi_Lko.aln	0.0878	0.3818	4.3473
OGs_OG0001255_Gbi_Lko.aln	0.0234	0.0921	3.9362
OGs_OG0004958_Gbi_Lko.aln	0.1141	0.2249	1.9713
OGs_OG0002256_Gbi_Lko.aln	0.0473	0.1844	3.8994
OGs_OG0013381_Gbi_Lko.aln	0.1043	0.2972	2.849
OGs_OG0006147_Gbi_Lko.aln	0.0323	0.0686	2.1248
OGs_OG0005204_Gbi_Lko.aln	0.0446	0.1803	4.0469
OGs_OG0005823_Gbi_Lko.aln	0.0933	0.3376	3.6194
OGs_OG0003841_Gbi_Lko.aln	0.0869	0.2787	3.2078
OGs_OG0002476_Gbi_Lko.aln	0.0702	0.2925	4.1641
OGs_OG0004851_Gbi_Lko.aln	0.1002	0.1598	1.5944
OGs_OG0003395_Gbi_Lko.aln	0.0213	0.0344	1.6143
OGs_OG0007222_Gbi_Lko.aln	0.0422	0.1285	3.0456
OGs_OG0004020_Gbi_Lko.aln	0.0791	0.1656	2.0931
OGs_OG0009105_Gbi_Lko.aln	0.0222	0.0741	3.337
OGs_OG0011559_Gbi_Lko.aln	0.2541	0.4149	1.6331
OGs_OG0005137_Gbi_Lko.aln	0.1195	0.2288	1.9156
OGs_OG0002836_Gbi_Lko.aln	0.0838	0.1657	1.9772
OGs_OG0005093_Gbi_Lko.aln	0.0123	0.0443	3.6051
OGs_OG0002887_Gbi_Lko.aln	0.0249	0.0679	2.7293
OGs_OG0006284_Gbi_Lko.aln	0.1088	0.2009	1.8467
OGs_OG0002631_Gbi_Lko.aln	0.0232	0.076	3.2711
OGs_OG0004864_Gbi_Lko.aln	0.0363	0.0873	2.4073
OGs_OG0002997_Gbi_Lko.aln	0.1285	0.3797	2.9544
OGs_OG0005236_Gbi_Lko.aln	0.0274	0.1258	4.5976
OGs_OG0007529_Gbi_Lko.aln	0.0756	0.3048	4.0303
OGs_OG0002682_Gbi_Lko.aln	0.163	0.2933	1.7995
OGs_OG0006201_Gbi_Lko.aln	0.2111	0.3572	1.6922
OGs_OG0007726_Gbi_Lko.aln	0.0172	0.0811	4.7161
OGs_OG0002186_Gbi_Lko.aln	0.0356	0.155	4.3532
OGs_OG0004403_Gbi_Lko.aln	0.0501	0.0823	1.6434
OGs_OG0003742_Gbi_Lko.aln	0.216	0.5008	2.319
OGs_OG0004124_Gbi_Lko.aln	0.0048	0.0214	4.4461
OGs_OG0005314_Gbi_Lko.aln	0.0158	0.0285	1.807
OGs_OG0006875_Gbi_Lko.aln	0.0568	0.1538	2.7104
OGs_OG0003693_Gbi_Lko.aln	0.0181	0.0208	1.1522
OGs_OG0003080_Gbi_Lko.aln	0.0091	0.0121	1.3287
OGs_OG0007240_Gbi_Lko.aln	0.0804	0.1799	2.2379
OGs_OG0005767_Gbi_Lko.aln	0.0377	0.1381	3.6654
OGs_OG0004046_Gbi_Lko.aln	0.0109	0.0148	1.3545
OGs_OG0001246_Gbi_Lko.aln	0.2253	0.5363	2.3799
OGs_OG0013664_Gbi_Lko.aln	0.1467	0.2203	1.5016
OGs_OG0009691_Gbi_Lko.aln	0.069	0.2717	3.9377
OGs_OG0005513_Gbi_Lko.aln	0.112	0.188	1.6788
OGs_OG0005904_Gbi_Lko.aln	0.0937	0.3383	3.6102
OGs_OG0002267_Gbi_Lko.aln	0.0409	0.117	2.8567
OGs_OG0008907_Gbi_Lko.aln	0.0545	0.1185	2.1729
OGs_OG0002301_Gbi_Lko.aln	0.0173	0.0592	3.4271
OGs_OG0006475_Gbi_Lko.aln	0.0187	0.0522	2.7826
OGs_OG0013473_Gbi_Lko.aln	0.0229	0.0851	3.718
OGs_OG0002148_Gbi_Lko.aln	0.0159	0.081	5.0857
OGs_OG0001047_Gbi_Lko.aln	0.0028	0.0151	5.3396
OGs_OG0004718_Gbi_Lko.aln	0.0395	0.1353	3.4236
OGs_OG0006432_Gbi_Lko.aln	0.0933	0.1662	1.7816
OGs_OG0002419_Gbi_Lko.aln	0.0637	0.2799	4.3935
OGs_OG0002518_Gbi_Lko.aln	0.0208	0.093	4.4773
OGs_OG0004989_Gbi_Lko.aln	0.2393	0.2743	1.1461
OGs_OG0003280_Gbi_Lko.aln	0.1604	0.6802	4.2392
OGs_OG0000867_Gbi_Lko.aln	0.0781	0.3398	4.3495
OGs_OG0009655_Gbi_Lko.aln	0.0284	0.1055	3.714
OGs_OG0005059_Gbi_Lko.aln	0.0383	0.2052	5.3638
OGs_OG0010027_Gbi_Lko.aln	0.0395	0.1323	3.3454
OGs_OG0008601_Gbi_Lko.aln	0.069	0.1283	1.8591
OGs_OG0008669_Gbi_Lko.aln	0.1199	0.4274	3.5644
OGs_OG0002060_Gbi_Lko.aln	0.0458	0.2319	5.0697
OGs_OG0006089_Gbi_Lko.aln	0.0138	0.0228	1.6521
OGs_OG0007798_Gbi_Lko.aln	0.0266	0.1168	4.3887
OGs_OG0007936_Gbi_Lko.aln	0.0725	0.1848	2.5486
OGs_OG0002380_Gbi_Lko.aln	0.0277	0.1556	5.6227
OGs_OG0009840_Gbi_Lko.aln	0.0202	0.0627	3.098
OGs_OG0004793_Gbi_Lko.aln	0.1198	0.2406	2.0089
OGs_OG0002635_Gbi_Lko.aln	0.0252	0.0928	3.6813
OGs_OG0002472_Gbi_Lko.aln	0.0217	0.0818	3.7637
OGs_OG0006956_Gbi_Lko.aln	0.062	0.3008	4.8524
OGs_OG0004502_Gbi_Lko.aln	0.0281	0.0916	3.2562
OGs_OG0005935_Gbi_Lko.aln	0.0056	0.0192	3.4376
OGs_OG0006646_Gbi_Lko.aln	0.049	0.1987	4.0537
OGs_OG0005295_Gbi_Lko.aln	0.06	0.2061	3.4379
OGs_OG0007758_Gbi_Lko.aln	0.0162	0.0924	5.6975
OGs_OG0005047_Gbi_Lko.aln	0.0205	0.0933	4.5546
OGs_OG0007081_Gbi_Lko.aln	0.067	0.3376	5.0368
OGs_OG0005946_Gbi_Lko.aln	0.0696	0.1319	1.8961
OGs_OG0002729_Gbi_Lko.aln	0.0093	0.0445	4.7982
OGs_OG0001686_Gbi_Lko.aln	0.034	0.1529	4.4931
OGs_OG0003155_Gbi_Lko.aln	0.0759	0.302	3.9776
OGs_OG0004192_Gbi_Lko.aln	0.0385	0.0927	2.4099
OGs_OG0006279_Gbi_Lko.aln	0.0661	0.2271	3.4373
OGs_OG0005866_Gbi_Lko.aln	0.072	0.2839	3.9436
OGs_OG0005008_Gbi_Lko.aln	0.0769	0.2046	2.6587
OGs_OG0002422_Gbi_Lko.aln	0.0887	0.3026	3.4134
OGs_OG0004507_Gbi_Lko.aln	0.0187	0.0653	3.4942
OGs_OG0002846_Gbi_Lko.aln	0.0254	0.1043	4.1085
OGs_OG0004746_Gbi_Lko.aln	0.0364	0.158	4.3346
OGs_OG0004042_Gbi_Lko.aln	0.0012	0.1202	99.0
OGs_OG0001268_Gbi_Lko.aln	0.0859	0.1367	1.5923
OGs_OG0005401_Gbi_Lko.aln	0.0272	0.0546	2.003
OGs_OG0006130_Gbi_Lko.aln	0.015	0.0609	4.0602
OGs_OG0008070_Gbi_Lko.aln	0.0117	0.0504	4.3131
OGs_OG0007715_Gbi_Lko.aln	0.0448	0.2056	4.5928
OGs_OG0007710_Gbi_Lko.aln	0.0194	0.0704	3.6262
OGs_OG0002717_Gbi_Lko.aln	0.0085	0.0068	0.7983
OGs_OG0007509_Gbi_Lko.aln	0.06	0.2319	3.8625
OGs_OG0006704_Gbi_Lko.aln	0.0733	0.2258	3.0819
OGs_OG0001838_Gbi_Lko.aln	0.0411	0.2357	5.7291
OGs_OG0013507_Gbi_Lko.aln	0.0734	0.1464	1.9947
OGs_OG0003869_Gbi_Lko.aln	0.0396	0.136	3.4318
OGs_OG0005153_Gbi_Lko.aln	0.0452	0.2094	4.631
OGs_OG0013493_Gbi_Lko.aln	0.0959	0.3885	4.0513
OGs_OG0003751_Gbi_Lko.aln	0.0241	0.036	1.4959
OGs_OG0007023_Gbi_Lko.aln	0.0128	0.0498	3.8863
OGs_OG0005005_Gbi_Lko.aln	0.0531	0.0821	1.5466
OGs_OG0005328_Gbi_Lko.aln	0.0116	0.0238	2.04
OGs_OG0001272_Gbi_Lko.aln	0.036	0.0608	1.6871
OGs_OG0002365_Gbi_Lko.aln	0.0475	0.2252	4.7364
OGs_OG0007191_Gbi_Lko.aln	0.0358	0.1	2.7951
OGs_OG0003542_Gbi_Lko.aln	0.0304	0.0669	2.1998
OGs_OG0010679_Gbi_Lko.aln	0.0773	0.2254	2.9157
OGs_OG0008163_Gbi_Lko.aln	0.0169	0.0736	4.3568
OGs_OG0000744_Gbi_Lko.aln	0.1025	0.4599	4.4858
OGs_OG0005049_Gbi_Lko.aln	0.0351	0.1318	3.7583
OGs_OG0002728_Gbi_Lko.aln	0.0068	0.0274	4.0327
OGs_OG0007146_Gbi_Lko.aln	0.0585	0.1367	2.3378
OGs_OG0007346_Gbi_Lko.aln	0.1576	0.3402	2.158
OGs_OG0013389_Gbi_Lko.aln	0.1446	0.5229	3.6171
OGs_OG0000542_Gbi_Lko.aln	0.0654	0.2118	3.2363
OGs_OG0008906_Gbi_Lko.aln	0.0947	0.3943	4.1644
OGs_OG0004158_Gbi_Lko.aln	0.0538	0.2157	4.0119
OGs_OG0002214_Gbi_Lko.aln	0.1006	0.4179	4.155
OGs_OG0001912_Gbi_Lko.aln	0.0434	0.237	5.4567
OGs_OG0004924_Gbi_Lko.aln	0.0423	0.1463	3.4624
OGs_OG0005221_Gbi_Lko.aln	0.0508	0.1238	2.4351
OGs_OG0005470_Gbi_Lko.aln	0.0419	0.1794	4.2784
OGs_OG0007304_Gbi_Lko.aln	0.0462	0.0978	2.1183
OGs_OG0006922_Gbi_Lko.aln	0.0283	0.1049	3.7053
OGs_OG0007316_Gbi_Lko.aln	0.0297	0.1349	4.5417
OGs_OG0004903_Gbi_Lko.aln	0.2643	0.7862	2.9745
OGs_OG0005090_Gbi_Lko.aln	0.0098	0.0407	4.1452
OGs_OG0004573_Gbi_Lko.aln	0.1106	0.4842	4.3797
OGs_OG0007381_Gbi_Lko.aln	0.0232	0.0825	3.5618
OGs_OG0006676_Gbi_Lko.aln	0.2387	0.7988	3.347
OGs_OG0003963_Gbi_Lko.aln	0.0249	0.1022	4.1025
OGs_OG0001949_Gbi_Lko.aln	0.0427	0.1616	3.7806
OGs_OG0004799_Gbi_Lko.aln	0.0079	0.0094	1.1831
OGs_OG0003318_Gbi_Lko.aln	0.08	0.1634	2.0414
OGs_OG0000910_Gbi_Lko.aln	0.7048	1.3477	1.912
OGs_OG0007295_Gbi_Lko.aln	0.1312	0.2035	1.5514
OGs_OG0008449_Gbi_Lko.aln	0.2829	0.2757	0.9747
OGs_OG0003255_Gbi_Lko.aln	0.0339	0.1356	4.0016
OGs_OG0003768_Gbi_Lko.aln	0.0128	0.0654	5.1116
OGs_OG0002286_Gbi_Lko.aln	0.0027	0.014	5.109
OGs_OG0009046_Gbi_Lko.aln	0.2276	0.5452	2.3956
OGs_OG0002334_Gbi_Lko.aln	0.0459	0.2066	4.4977
OGs_OG0000898_Gbi_Lko.aln	0.0126	0.0541	4.3086
OGs_OG0006582_Gbi_Lko.aln	0.0591	0.2397	4.0561
OGs_OG0013332_Gbi_Lko.aln	0.0602	0.2831	4.7012
OGs_OG0002150_Gbi_Lko.aln	0.0198	0.0486	2.4528
OGs_OG0006421_Gbi_Lko.aln	0.0548	0.0788	1.4375
OGs_OG0005553_Gbi_Lko.aln	0.0449	0.1635	3.6401
OGs_OG0001060_Gbi_Lko.aln	0.0151	0.0672	4.4447
OGs_OG0008873_Gbi_Lko.aln	0.083	0.1639	1.974
OGs_OG0009036_Gbi_Lko.aln	0.0005	0.0511	99.0
OGs_OG0007401_Gbi_Lko.aln	0.0582	0.2249	3.8635
OGs_OG0009521_Gbi_Lko.aln	0.0948	0.4238	4.4725
OGs_OG0002949_Gbi_Lko.aln	0.0114	0.0429	3.749
OGs_OG0004254_Gbi_Lko.aln	0.0115	0.0535	4.6755
OGs_OG0002556_Gbi_Lko.aln	0.0342	0.1799	5.2582
OGs_OG0005369_Gbi_Lko.aln	0.0888	0.1444	1.6256
OGs_OG0001147_Gbi_Lko.aln	0.0153	0.0301	1.9728
OGs_OG0006512_Gbi_Lko.aln	0.235	0.2066	0.8791
OGs_OG0006505_Gbi_Lko.aln	0.0533	0.2082	3.9035
OGs_OG0008908_Gbi_Lko.aln	0.1592	0.2651	1.665
OGs_OG0007409_Gbi_Lko.aln	0.0387	0.1536	3.9648
OGs_OG0005860_Gbi_Lko.aln	0.0438	0.1581	3.6095
OGs_OG0002789_Gbi_Lko.aln	0.1228	0.2359	1.9205
OGs_OG0008271_Gbi_Lko.aln	0.0487	0.0895	1.8387
OGs_OG0004386_Gbi_Lko.aln	0.0158	0.082	5.1872
OGs_OG0009940_Gbi_Lko.aln	0.0457	0.1968	4.3043
OGs_OG0002669_Gbi_Lko.aln	0.0032	0.0141	4.4094
OGs_OG0002950_Gbi_Lko.aln	0.0732	0.3256	4.4463
OGs_OG0006250_Gbi_Lko.aln	0.0589	0.1108	1.8809
OGs_OG0003370_Gbi_Lko.aln	0.0702	0.2266	3.2284
OGs_OG0002489_Gbi_Lko.aln	0.0274	0.0937	3.4154
OGs_OG0003189_Gbi_Lko.aln	0.0376	0.1371	3.641
OGs_OG0005696_Gbi_Lko.aln	0.0534	0.0871	1.6303
OGs_OG0002309_Gbi_Lko.aln	0.0376	0.1749	4.6547
OGs_OG0005567_Gbi_Lko.aln	0.0632	0.2544	4.0256
OGs_OG0006813_Gbi_Lko.aln	0.026	0.0461	1.775
OGs_OG0006818_Gbi_Lko.aln	0.048	0.1591	3.318
OGs_OG0004812_Gbi_Lko.aln	0.031	0.1395	4.5002
OGs_OG0008039_Gbi_Lko.aln	0.1034	0.4619	4.467
OGs_OG0003501_Gbi_Lko.aln	0.0794	0.2062	2.596
OGs_OG0004674_Gbi_Lko.aln	0.0164	0.0306	1.8703
OGs_OG0005449_Gbi_Lko.aln	0.0118	0.0552	4.6815
